"Column Name","Label"
"S0201_238E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars)  for full-time, year-round workers:!!Male"
"S0201_238M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars)  for full-time, year-round workers:!!Male"
"S0201_238MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars)  for full-time, year-round workers:!!Male"
"S0201_238EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars)  for full-time, year-round workers:!!Male"
"S0201_239E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars)  for full-time, year-round workers:!!Female"
"S0201_239EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars)  for full-time, year-round workers:!!Female"
"S0201_239M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars)  for full-time, year-round workers:!!Female"
"S0201_239MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars)  for full-time, year-round workers:!!Female"
"S0201_240E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Median earnings (dollars) full-time, year-round workers:!!Male"
"S0201_240EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Median earnings (dollars) full-time, year-round workers:!!Male"
"S0201_240M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Median earnings (dollars) full-time, year-round workers:!!Male"
"S0201_240MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Median earnings (dollars) full-time, year-round workers:!!Male"
"S0201_241E","Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Median earnings (dollars) full-time, year-round workers:!!Female"
"S0201_241EA","Annotation of Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Median earnings (dollars) full-time, year-round workers:!!Female"
"S0201_241M","Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Median earnings (dollars) full-time, year-round workers:!!Female"
"S0201_241MA","Annotation of Margin of Error!!INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Median earnings (dollars) full-time, year-round workers:!!Female"
"S0201_242E","Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population"
"S0201_242EA","Annotation of Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population"
"S0201_242M","Margin of Error!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population"
"S0201_242MA","Annotation of Margin of Error!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population"
"S0201_243E","Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With private health insurance"
"S0201_243M","Margin of Error!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With private health insurance"
"S0201_243MA","Annotation of Margin of Error!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With private health insurance"
"S0201_243EA","Annotation of Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With private health insurance"
"S0201_244E","Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With public coverage"
"S0201_244EA","Annotation of Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With public coverage"
"S0201_244M","Margin of Error!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With public coverage"
"S0201_244MA","Annotation of Margin of Error!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With public coverage"
"S0201_245E","Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage"
"S0201_245EA","Annotation of Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage"
"S0201_245M","Margin of Error!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage"
"S0201_245MA","Annotation of Margin of Error!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage"
"S0201_246E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families"
"S0201_246M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families"
"S0201_246MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families"
"S0201_246EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families"
"S0201_247E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 18 years"
"S0201_247M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 18 years"
"S0201_247MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 18 years"
"S0201_247EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 18 years"
"S0201_248E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 18 years!!With related children of the householder under 5 years only"
"S0201_248M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 18 years!!With related children of the householder under 5 years only"
"S0201_248MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 18 years!!With related children of the householder under 5 years only"
"S0201_248EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 18 years!!With related children of the householder under 5 years only"
"S0201_249E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Married-couple family"
"S0201_249EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Married-couple family"
"S0201_249M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Married-couple family"
"S0201_249MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Married-couple family"
"S0201_250E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Married-couple family!!With related children of the householder under 18 years"
"S0201_250M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Married-couple family!!With related children of the householder under 18 years"
"S0201_250MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Married-couple family!!With related children of the householder under 18 years"
"S0201_250EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Married-couple family!!With related children of the householder under 18 years"
"S0201_251E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Married-couple family!!With related children of the householder under 18 years!!With related children of the householder under 5 years only"
"S0201_251EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Married-couple family!!With related children of the householder under 18 years!!With related children of the householder under 5 years only"
"S0201_251M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Married-couple family!!With related children of the householder under 18 years!!With related children of the householder under 5 years only"
"S0201_251MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Married-couple family!!With related children of the householder under 18 years!!With related children of the householder under 5 years only"
"S0201_252E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Female householder, no spouse present, family"
"S0201_252EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Female householder, no spouse present, family"
"S0201_252M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Female householder, no spouse present, family"
"S0201_252MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Female householder, no spouse present, family"
"S0201_253E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Female householder, no spouse present, family!!With related children of the householder under 18 years"
"S0201_253M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Female householder, no spouse present, family!!With related children of the householder under 18 years"
"S0201_253MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Female householder, no spouse present, family!!With related children of the householder under 18 years"
"S0201_253EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Female householder, no spouse present, family!!With related children of the householder under 18 years"
"S0201_254E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Female householder, no spouse present, family!!With related children of the householder under 18 years!!With related children of the householder under 5 years only"
"S0201_254M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Female householder, no spouse present, family!!With related children of the householder under 18 years!!With related children of the householder under 5 years only"
"S0201_254MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Female householder, no spouse present, family!!With related children of the householder under 18 years!!With related children of the householder under 5 years only"
"S0201_254EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!Female householder, no spouse present, family!!With related children of the householder under 18 years!!With related children of the householder under 5 years only"
"S0201_255E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people"
"S0201_255EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people"
"S0201_255M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people"
"S0201_255MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people"
"S0201_256E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Under 18 years"
"S0201_256M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Under 18 years"
"S0201_256MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Under 18 years"
"S0201_256EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Under 18 years"
"S0201_257E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Under 18 years!!Related children of the householder under 18 years"
"S0201_257M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Under 18 years!!Related children of the householder under 18 years"
"S0201_257MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Under 18 years!!Related children of the householder under 18 years"
"S0201_257EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Under 18 years!!Related children of the householder under 18 years"
"S0201_258E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the householder under 5 years"
"S0201_258EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the householder under 5 years"
"S0201_258M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the householder under 5 years"
"S0201_258MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the householder under 5 years"
"S0201_259E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the householder 5 to 17 years"
"S0201_259EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the householder 5 to 17 years"
"S0201_259M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the householder 5 to 17 years"
"S0201_259MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the householder 5 to 17 years"
"S0201_260E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 years and over"
"S0201_260EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 years and over"
"S0201_260M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 years and over"
"S0201_260MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 years and over"
"S0201_261E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 years and over!!18 to 64 years"
"S0201_261M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 years and over!!18 to 64 years"
"S0201_261MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 years and over!!18 to 64 years"
"S0201_261EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 years and over!!18 to 64 years"
"S0201_262E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 years and over!!65 years and over"
"S0201_262EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 years and over!!65 years and over"
"S0201_262M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 years and over!!65 years and over"
"S0201_262MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!18 years and over!!65 years and over"
"S0201_263E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!People in families"
"S0201_263EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!People in families"
"S0201_263M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!People in families"
"S0201_263MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!People in families"
"S0201_264E","Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Unrelated individuals 15 years and over"
"S0201_264M","Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Unrelated individuals 15 years and over"
"S0201_264MA","Annotation of Margin of Error!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Unrelated individuals 15 years and over"
"S0201_264EA","Annotation of Estimate!!POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people!!Unrelated individuals 15 years and over"
"S0201_265E","Estimate!!HOUSING TENURE!!Occupied housing units"
"S0201_265EA","Annotation of Estimate!!HOUSING TENURE!!Occupied housing units"
"S0201_265M","Margin of Error!!HOUSING TENURE!!Occupied housing units"
"S0201_265MA","Annotation of Margin of Error!!HOUSING TENURE!!Occupied housing units"
"S0201_266E","Estimate!!HOUSING TENURE!!Occupied housing units!!Owner-occupied housing units"
"S0201_266M","Margin of Error!!HOUSING TENURE!!Occupied housing units!!Owner-occupied housing units"
"S0201_266MA","Annotation of Margin of Error!!HOUSING TENURE!!Occupied housing units!!Owner-occupied housing units"
"S0201_266EA","Annotation of Estimate!!HOUSING TENURE!!Occupied housing units!!Owner-occupied housing units"
"S0201_267E","Estimate!!HOUSING TENURE!!Occupied housing units!!Renter-occupied housing units"
"S0201_267EA","Annotation of Estimate!!HOUSING TENURE!!Occupied housing units!!Renter-occupied housing units"
"S0201_267M","Margin of Error!!HOUSING TENURE!!Occupied housing units!!Renter-occupied housing units"
"S0201_267MA","Annotation of Margin of Error!!HOUSING TENURE!!Occupied housing units!!Renter-occupied housing units"
"S0201_268E","Estimate!!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit"
"S0201_268M","Margin of Error!!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit"
"S0201_268MA","Annotation of Margin of Error!!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit"
"S0201_268EA","Annotation of Estimate!!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit"
"S0201_269E","Estimate!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit"
"S0201_269M","Margin of Error!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit"
"S0201_269MA","Annotation of Margin of Error!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit"
"S0201_269EA","Annotation of Estimate!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit"
"S0201_270E","Estimate!!UNITS IN STRUCTURE!!Occupied housing units"
"S0201_270M","Margin of Error!!UNITS IN STRUCTURE!!Occupied housing units"
"S0201_270MA","Annotation of Margin of Error!!UNITS IN STRUCTURE!!Occupied housing units"
"S0201_270EA","Annotation of Estimate!!UNITS IN STRUCTURE!!Occupied housing units"
"S0201_271E","Estimate!!UNITS IN STRUCTURE!!Occupied housing units!!1-unit, detached or attached"
"S0201_271M","Margin of Error!!UNITS IN STRUCTURE!!Occupied housing units!!1-unit, detached or attached"
"S0201_271MA","Annotation of Margin of Error!!UNITS IN STRUCTURE!!Occupied housing units!!1-unit, detached or attached"
"S0201_271EA","Annotation of Estimate!!UNITS IN STRUCTURE!!Occupied housing units!!1-unit, detached or attached"
"S0201_272E","Estimate!!UNITS IN STRUCTURE!!Occupied housing units!!2 to 4 units"
"S0201_272EA","Annotation of Estimate!!UNITS IN STRUCTURE!!Occupied housing units!!2 to 4 units"
"S0201_272M","Margin of Error!!UNITS IN STRUCTURE!!Occupied housing units!!2 to 4 units"
"S0201_272MA","Annotation of Margin of Error!!UNITS IN STRUCTURE!!Occupied housing units!!2 to 4 units"
"S0201_273E","Estimate!!UNITS IN STRUCTURE!!Occupied housing units!!5 or more units"
"S0201_273M","Margin of Error!!UNITS IN STRUCTURE!!Occupied housing units!!5 or more units"
"S0201_273MA","Annotation of Margin of Error!!UNITS IN STRUCTURE!!Occupied housing units!!5 or more units"
"S0201_273EA","Annotation of Estimate!!UNITS IN STRUCTURE!!Occupied housing units!!5 or more units"
"S0201_274E","Estimate!!UNITS IN STRUCTURE!!Occupied housing units!!Mobile home, boat, RV, van, etc."
"S0201_274EA","Annotation of Estimate!!UNITS IN STRUCTURE!!Occupied housing units!!Mobile home, boat, RV, van, etc."
"S0201_274M","Margin of Error!!UNITS IN STRUCTURE!!Occupied housing units!!Mobile home, boat, RV, van, etc."
"S0201_274MA","Annotation of Margin of Error!!UNITS IN STRUCTURE!!Occupied housing units!!Mobile home, boat, RV, van, etc."
"S0201_275E","Estimate!!YEAR STRUCTURE BUILT!!Occupied housing units"
"S0201_275EA","Annotation of Estimate!!YEAR STRUCTURE BUILT!!Occupied housing units"
"S0201_275M","Margin of Error!!YEAR STRUCTURE BUILT!!Occupied housing units"
"S0201_275MA","Annotation of Margin of Error!!YEAR STRUCTURE BUILT!!Occupied housing units"
"S0201_276E","Estimate!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 2014 or later"
"S0201_276EA","Annotation of Estimate!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 2014 or later"
"S0201_276M","Margin of Error!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 2014 or later"
"S0201_276MA","Annotation of Margin of Error!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 2014 or later"
"S0201_277E","Estimate!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 2010 to 2013"
"S0201_277M","Margin of Error!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 2010 to 2013"
"S0201_277MA","Annotation of Margin of Error!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 2010 to 2013"
"S0201_277EA","Annotation of Estimate!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 2010 to 2013"
"S0201_278E","Estimate!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 2000 to 2009"
"S0201_278M","Margin of Error!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 2000 to 2009"
"S0201_278MA","Annotation of Margin of Error!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 2000 to 2009"
"S0201_278EA","Annotation of Estimate!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 2000 to 2009"
"S0201_279E","Estimate!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 1980 to 1999"
"S0201_279EA","Annotation of Estimate!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 1980 to 1999"
"S0201_279M","Margin of Error!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 1980 to 1999"
"S0201_279MA","Annotation of Margin of Error!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 1980 to 1999"
"S0201_280E","Estimate!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 1960 to 1979"
"S0201_280EA","Annotation of Estimate!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 1960 to 1979"
"S0201_280M","Margin of Error!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 1960 to 1979"
"S0201_280MA","Annotation of Margin of Error!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 1960 to 1979"
"S0201_281E","Estimate!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 1940 to 1959"
"S0201_281EA","Annotation of Estimate!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 1940 to 1959"
"S0201_281M","Margin of Error!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 1940 to 1959"
"S0201_281MA","Annotation of Margin of Error!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 1940 to 1959"
"S0201_282E","Estimate!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 1939 or earlier"
"S0201_282M","Margin of Error!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 1939 or earlier"
"S0201_282MA","Annotation of Margin of Error!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 1939 or earlier"
"S0201_282EA","Annotation of Estimate!!YEAR STRUCTURE BUILT!!Occupied housing units!!Built 1939 or earlier"
"S0201_283E","Estimate!!VEHICLES AVAILABLE!!Occupied housing units"
"S0201_283EA","Annotation of Estimate!!VEHICLES AVAILABLE!!Occupied housing units"
"S0201_283M","Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units"
"S0201_283MA","Annotation of Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units"
"S0201_284E","Estimate!!VEHICLES AVAILABLE!!Occupied housing units!!None"
"S0201_284EA","Annotation of Estimate!!VEHICLES AVAILABLE!!Occupied housing units!!None"
"S0201_284M","Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!None"
"S0201_284MA","Annotation of Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!None"
"S0201_285E","Estimate!!VEHICLES AVAILABLE!!Occupied housing units!!1 or more"
"S0201_285EA","Annotation of Estimate!!VEHICLES AVAILABLE!!Occupied housing units!!1 or more"
"S0201_285M","Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!1 or more"
"S0201_285MA","Annotation of Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!1 or more"
"S0201_286E","Estimate!!HOUSE HEATING FUEL!!Occupied housing units"
"S0201_286EA","Annotation of Estimate!!HOUSE HEATING FUEL!!Occupied housing units"
"S0201_286M","Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units"
"S0201_286MA","Annotation of Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units"
